City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Anadyr,64.75,177.48,15.8,72,20,17.9,RU,1609374226
Jasper,37.2,-94.35,35.01,86,1,3.36,US,1609374226
Katsuura,35.13,140.3,44.01,20,62,3.0,JP,1609374226
Necochea,-38.55,-58.74,59.0,67,55,24.54,AR,1609374226
São Geraldo do Araguaia,-6.4,-48.55,74.86,86,66,1.45,BR,1609374226
Basco,20.45,121.97,63.54,81,95,39.21,PH,1609374227
Umba,66.69,34.34,27.3,97,100,13.73,RU,1609374227
Williams Lake,52.14,-122.14,30.2,86,90,19.46,CA,1609374227
Saint-Louis,16.33,-15.0,79.23,28,95,9.89,SN,1609374227
Canguçu,-31.39,-52.68,71.01,94,59,7.96,BR,1609374227
Leningradskiy,69.38,178.42,-5.51,90,98,7.72,RU,1609374227
Aranos,-24.13,19.12,71.38,69,100,2.26,NA,1609374227
Malbork,54.04,19.03,32.0,95,0,5.82,PL,1609374227
North Bend,43.41,-124.22,53.01,87,90,10.29,US,1609374227
Cockburn Town,21.46,-71.14,78.06,72,0,24.52,TC,1609374228
Zuwārah,32.93,12.08,55.9,56,0,9.6,LY,1609374228
Paamiut,61.99,-49.67,30.92,98,100,8.86,GL,1609374228
Sakakah,29.97,40.21,50.0,87,40,12.75,SA,1609374228
Srednekolymsk,67.45,153.68,-35.16,83,100,7.45,RU,1609374228
Charlestown,-32.95,151.67,75.0,87,98,11.88,AU,1609374228
Juli,-16.22,-69.45,48.16,77,70,4.63,PE,1609374229
Burē,10.7,37.07,60.03,41,18,6.98,ET,1609374229
Ciudad del Carmen,18.63,-91.83,82.4,61,5,13.87,MX,1609374229
Mehamn,71.04,27.85,25.41,95,94,12.1,NO,1609374229
Andapa,-14.65,49.65,65.32,90,1,3.0,MG,1609374229
Manzanillo,20.34,-77.12,74.16,73,23,15.93,CU,1609374229
Ponta do Sol,32.67,-17.1,59.0,77,75,10.29,PT,1609374229
Bosaso,11.28,49.18,72.59,72,5,4.92,SO,1609374229
Broken Hill,-31.95,141.43,77.0,33,40,18.34,AU,1609374230
Susuman,62.78,148.17,-29.65,79,69,5.17,RU,1609374230
Mount Isa,-20.73,139.5,87.8,52,17,10.29,AU,1609373975
Peto,20.13,-88.92,72.48,84,40,4.36,MX,1609374230
Killybegs,54.63,-8.45,34.0,96,68,15.48,IE,1609374230
Kaeo,-35.1,173.78,79.0,46,55,8.99,NZ,1609374230
Agirish,61.92,63.02,-26.0,86,18,3.18,RU,1609374230
Laas,46.62,10.7,30.99,78,40,5.82,IT,1609374230
Sioux Lookout,50.1,-91.92,6.8,84,90,11.41,CA,1609374230
Poya,-21.35,165.15,85.89,66,98,4.94,NC,1609374230
San Jerónimo,-11.95,-75.28,53.01,75,100,6.2,PE,1609374230
kimparana,12.83,-4.92,73.67,21,0,8.01,ML,1609374231
Dawson,31.77,-84.45,62.6,77,75,3.36,US,1609374231
Fort Nelson,58.81,-122.7,8.6,84,90,4.7,CA,1609374182
Sechura,-5.56,-80.82,72.54,72,65,15.61,PE,1609374231
Poum,-20.23,164.02,81.3,83,100,14.63,NC,1609374231
Jalu,29.03,21.55,54.09,47,6,8.46,LY,1609374231
Richards Bay,-28.78,32.04,72.46,89,68,3.49,ZA,1609374231
Demirci,39.05,28.66,39.31,88,4,2.71,TR,1609373963
Mananjary,-21.22,48.33,73.63,79,3,1.9,MG,1609374231
Avera,33.19,-82.53,53.6,93,75,8.05,US,1609373990
Tarko-Sale,64.92,77.78,-13.9,88,90,8.14,RU,1609374091
Bedelē,8.46,36.35,59.02,65,71,3.56,ET,1609374231
Pisco,-13.7,-76.22,69.8,83,40,6.93,PE,1609374231
Kuril'sk,45.23,147.88,20.32,90,99,18.95,RU,1609374232
Inta,66.03,60.17,-24.29,81,0,1.68,RU,1609374232
Honningsvåg,70.98,25.97,32.97,91,78,15.88,NO,1609374232
Rincon,32.3,-81.24,64.4,77,90,4.7,US,1609374035
Carutapera,-1.2,-46.02,78.89,81,13,5.77,BR,1609374232
Tukan,53.84,57.46,8.28,93,99,2.73,RU,1609374232
Sorong,-0.88,131.25,83.26,74,100,2.08,ID,1609374198
Kilindoni,-7.91,39.67,80.76,80,100,11.81,TZ,1609374232
Sitka,57.05,-135.33,42.8,81,20,12.75,US,1609374233
Taltal,-25.4,-70.48,65.35,72,19,3.06,CL,1609374233
Bairiki Village,1.33,172.98,86.0,70,40,17.22,KI,1609374233
Vila Velha,-20.33,-40.29,78.8,78,0,16.11,BR,1609374233
Gutiérrez,4.25,-74.0,59.0,72,75,5.82,CO,1609374233
Ushtobe,45.25,77.98,5.68,96,100,3.51,KZ,1609374233
Keffi,8.85,7.87,73.4,60,0,5.82,NG,1609374233
Vardø,70.37,31.11,29.1,94,42,11.43,NO,1609374233
Kirakira,-10.45,161.92,85.26,72,75,10.07,SB,1609374233
Saint-Augustin,51.23,-58.65,9.75,83,53,15.57,CA,1609374234
Patiya,22.29,91.98,54.91,79,0,3.8,BD,1609374234
Ichinoseki,38.92,141.13,21.2,53,20,6.93,JP,1609374234
Yelets,52.62,38.5,31.48,98,100,12.1,RU,1609374234
Lagoa,39.05,-27.98,58.77,75,100,19.28,PT,1609374234
Belaya Gora,68.53,146.42,-23.33,87,100,5.3,RU,1609374234
Faya,18.39,42.45,55.4,82,0,3.49,SA,1609374234
Talaya,61.38,152.75,-26.91,82,100,9.53,RU,1609374234
Somerset East,-32.72,25.59,60.49,87,43,3.96,ZA,1609374234
Hoskote,14.28,77.17,65.71,90,15,6.15,IN,1609374234
Kjøllefjord,70.95,27.35,26.26,95,97,12.88,NO,1609374235
Vung Tau,10.35,107.08,74.26,78,100,4.23,VN,1609374235
Yurginskoye,56.82,67.39,-22.16,87,22,4.7,RU,1609374235
Gallup,35.53,-108.74,35.6,31,1,8.05,US,1609374235
Shangzhi,45.22,127.97,-12.44,88,98,12.73,CN,1609374235
Chapais,49.78,-74.85,12.2,85,90,12.75,CA,1609374235
Omboué,-1.57,9.26,77.18,92,99,6.31,GA,1609374235
Steinbach am Taunus,50.17,8.57,39.99,93,40,8.05,DE,1609374235
Phagwāra,31.22,75.77,43.03,61,0,4.85,IN,1609374235
Gushikawa,26.35,127.87,53.01,71,75,13.87,JP,1609374236
Balyqshy,47.07,51.87,17.6,85,0,8.95,KZ,1609374236
Tokur,53.13,132.9,-38.94,80,14,2.24,RU,1609374236
Bahía Blanca,-38.72,-62.27,66.94,31,0,9.55,AR,1609374009
Mana,5.66,-53.78,77.72,87,92,5.03,GF,1609374236
Denpasar,-8.65,115.22,80.6,83,40,5.82,ID,1609374236
Manga,11.66,-1.07,71.62,20,0,7.63,BF,1609374236
Pilar,-9.6,-35.96,78.8,78,40,5.82,BR,1609374236
Cocachacra,-17.09,-71.76,70.86,76,49,3.4,PE,1609374236
Harar,9.31,42.13,55.85,83,18,1.86,ET,1609374237
Zhicheng,30.3,111.5,30.0,76,0,1.54,CN,1609374237
Mahon,39.89,4.27,48.2,66,0,4.7,ES,1609374237
Neiafu,-18.65,-173.98,78.8,94,90,9.46,TO,1609374237
Baykal'sk,51.51,104.15,5.34,85,74,3.04,RU,1609374237
Henties Bay,-22.12,14.28,64.0,87,97,8.25,NA,1609374237
Zharkent,44.16,80.0,10.02,83,0,1.95,KZ,1609374237
Esna,25.29,32.55,55.4,62,0,3.36,EG,1609374237
Madang,-5.22,145.8,85.64,64,79,3.22,PG,1609374237
Lafiagi,8.87,5.42,78.75,27,89,2.84,NG,1609374237
Alzamay,55.56,98.66,-14.96,85,99,2.51,RU,1609374237
Khor,47.89,134.95,-12.89,88,82,4.59,RU,1609374238
Diamantino,-14.41,-56.45,77.59,75,86,4.7,BR,1609374238
Ketchikan,55.34,-131.65,39.2,80,1,13.87,US,1609374238
Inhambane,-23.86,35.38,80.78,85,36,9.06,MZ,1609374238
Sumoto,34.35,134.9,41.0,72,75,24.16,JP,1609374238
Curicó,-34.98,-71.23,80.6,21,0,10.29,CL,1609374238
Nome,64.5,-165.41,21.2,73,1,3.36,US,1609374238
Arklow,52.79,-6.14,33.01,92,10,1.99,IE,1609374238
Tucumã,-0.18,-50.05,77.79,86,38,5.93,BR,1609374238
Bida,9.08,6.02,80.11,28,98,5.55,NG,1609374238
Oranjestad,12.52,-70.03,75.2,94,40,10.29,AW,1609374239
Mongo,12.18,18.69,69.57,28,8,5.01,TD,1609374239
Nampa,43.54,-116.56,34.0,86,75,6.93,US,1609374239
Alice Springs,-23.7,133.88,84.0,18,0,11.41,AU,1609374239
Berlevåg,70.86,29.09,26.91,93,23,16.44,NO,1609374239
Baghdad,33.34,44.4,46.4,41,0,2.24,IQ,1609374007
Davila,18.47,120.58,71.6,68,75,14.99,PH,1609374239
Kichmengskiy Gorodok,59.98,45.79,4.06,94,81,4.47,RU,1609374239
San Julián,21.02,-102.17,59.36,34,0,14.72,MX,1609374239
Havre-St-Pierre,50.23,-63.6,8.6,78,90,11.41,CA,1609374239
Strezhevoy,60.73,77.59,-16.6,75,0,4.47,RU,1609374239
Vao,-22.67,167.48,78.01,84,100,25.41,NC,1609374240
Okha,53.57,142.95,-13.45,87,70,18.75,RU,1609374240
Raudeberg,61.99,5.14,37.99,79,100,3.91,NO,1609374240
Irecê,-11.3,-41.86,74.52,49,10,10.31,BR,1609374240
Castelldefels,41.28,1.97,46.4,61,20,5.82,ES,1609374240
Chifeng,42.27,118.96,-5.91,80,0,10.25,CN,1609374240
Podgornoye,51.73,39.15,28.4,100,90,11.18,RU,1609374240
Deputatsky,69.3,139.9,-23.28,87,44,4.29,RU,1609374240
La Paz,-16.5,-68.15,44.6,87,75,6.93,BO,1609374240
Jiehu,35.54,118.45,10.29,80,0,4.47,CN,1609374241
Novyy Urgal,51.07,132.56,-32.31,82,68,2.01,RU,1609374241
Sumisip,6.42,121.97,77.0,94,40,2.24,PH,1609374241
Bol,13.46,14.71,74.95,42,0,12.08,TD,1609374241
Huicungo,-7.28,-76.8,75.94,84,99,1.77,PE,1609374241
Bariloche,-41.15,-71.31,51.8,57,40,25.28,AR,1609374027
Pasni,25.26,63.47,61.88,31,16,14.18,PK,1609374241
Llangefni,53.26,-4.31,39.99,86,86,4.7,GB,1609374241
Bowen,-20.02,148.23,80.6,78,90,9.17,AU,1609374241
Puerto Escondido,15.85,-97.07,77.49,77,1,9.78,MX,1609374241
Livingston,55.9,-3.52,33.8,97,75,5.82,GB,1609374242
Imbituba,-28.24,-48.67,82.4,69,20,8.05,BR,1609374242
Kumul,42.8,93.45,13.68,74,1,5.08,CN,1609373948
Paungde,18.48,95.5,60.69,70,31,6.51,MM,1609374242
